"ID","OWNERID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","CATEGORY_VOD__C","LANGUAGE_VOD__C","TEXT_VOD__C","EXTERNAL_ID_VOD__C","ACTIVE_VOD__C","DESCRIPTION_VOD__C","TYPE_VOD__C"
"a0ZU0000000LkvvMAC","005U0000000XLdfIAG","false","RECEIVING_DATA","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Receiving data...","TABLET-RECEIVING_DATA-en_US","true","String used by application.  Default is: Receiving data...","Label_vod"
"a0ZU0000000LkvwMAC","005U0000000XLdfIAG","false","NO_OBJECT","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Cannot display object.","TABLET-NO_OBJECT-en_US","true","String used by application.  Default is: Cannot display object.","Label_vod"
"a0ZU0000000LkvxMAC","005U0000000XLdfIAG","false","SYNC_SUCCESSFUL","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","{0} completed successfully.","TABLET-SYNC_SUCCESSFUL-en_US","true","String used by application.  Default is: {0} completed successfully.","Label_vod"
"a0ZU0000000LkvyMAC","005U0000000XLdfIAG","false","UNABLE_TO_CONNECT","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Failed. Unable to connect.  Please ensure you are connected to the network, and your user name and password are correct.","TABLET-UNABLE_TO_CONNECT-en_US","true","String used by application.  Default is: Failed. Unable to connect.  Please ensure you are connected to the network, and your user name and password are correct.","Label_vod"
"a0ZU0000000LkvzMAC","005U0000000XLdfIAG","false","CONNECTED","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Connected. Preparing data to send...","TABLET-CONNECTED-en_US","true","String used by application.  Default is: Connected. Preparing data to send...","Label_vod"
"a0ZU0000000Lkw0MAC","005U0000000XLdfIAG","false","SEARCH_RESULTS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Search Results","TABLET-SEARCH_RESULTS-en_US","true","String used by application.  Default is: Search Results","Label_vod"
"a0ZU0000000Lkw1MAC","005U0000000XLdfIAG","false","ADD_ADDRESS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","<Add New Address>","TABLET-ADD_ADDRESS-en_US","true","String used by application.  Default is: <Add New Address>","Label_vod"
"a0ZU0000000Lkw2MAC","005U0000000XLdfIAG","false","ONE_ACTIVITY","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","(1 Activity)","TABLET-ONE_ACTIVITY-en_US","true","String used by application.  Default is: (1 Activity)","Label_vod"
"a0ZU0000000Lkw3MAC","005U0000000XLdfIAG","false","RL_RANGE","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","(1-{0} of {1})","TABLET-RL_RANGE-en_US","true","Range of related list objects being displayed.  Example:
(1 - 5 of 23)","Label_vod"
"a0ZU0000000Lkw4MAC","005U0000000XLdfIAG","false","SHOW_ALL","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Show All","TABLET-SHOW_ALL-en_US","true","String used by application.  Default is: Show All","Label_vod"
"a0ZU0000000Lkw5MAC","005U0000000XLdfIAG","false","SEARCH_RESULTS_ACCOUNT","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Search Results: Accounts","TABLET-SEARCH_RESULTS_ACCOUNT-en_US","true","String used by application.  Default is: Search Results: Accounts","Label_vod"
"a0ZU0000000Lkw6MAC","005U0000000XLdfIAG","false","MASS_UPDATE_ERROR","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","MyAccounts","en_US","One or more rows were not updated. You may not have the proper privileges to update that row.","MyAccounts-MASS_UPDATE_ERROR-en_US","true","This message is displayed when errors are encountered mass updating rows.","Label_vod"
"a0ZU0000000Lkw7MAC","005U0000000XLdfIAG","false","PROMPT_EXIT_CALL_REPORT","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Are you sure you wish to exit this call report?  Any unsaved changes will be lost.","TABLET-PROMPT_EXIT_CALL_REPORT-en_US","true","String used by application.  Default is: Are you sure you wish to exit this call report?  Any unsaved changes will be lost.","Label_vod"
"a0ZU0000000Lkw8MAC","005U0000000XLdfIAG","false","RECENT_ITEMS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Recent Items","TABLET-RECENT_ITEMS-en_US","true","String used by application.  Default is: Recent Items","Label_vod"
"a0ZU0000000Lkw9MAC","005U0000000XLdfIAG","false","NO_MATCHES","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","No matches found.","TABLET-NO_MATCHES-en_US","true","String used by application.  Default is: No matches found.","Label_vod"
"a0ZU0000000LkwAMAS","005U0000000XLdfIAG","false","LICENSE","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","License: {0}","TABLET-LICENSE-en_US","true","String used by application.  Default is: License: {0}","Label_vod"
"a0ZU0000000LkwBMAS","005U0000000XLdfIAG","false","ALL","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","<All>","TABLET-ALL-en_US","true","String used by application.  Default is: <All>","Label_vod"
"a0ZU0000000LkwCMAS","005U0000000XLdfIAG","false","NO_MED_EVENTS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","No medical events found.","TABLET-NO_MED_EVENTS-en_US","true","String used by application.  Default is: No medical events found.","Label_vod"
"a0ZU0000000LkwDMAS","005U0000000XLdfIAG","false","INVALID_CREDS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Unable to validate new user name and password, please check your credentials and ensure you're connected to the network.","TABLET-INVALID_CREDS-en_US","true","String used by application.  Default is: Unable to validate new user name and password, please check your credentials and ensure you're connected to the network.","Label_vod"
"a0ZU0000000LkwEMAS","005U0000000XLdfIAG","false","CHANGE_USER_PROMPT","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Changing your user name will cause a database refresh and you will lose any un-synced changes.
Are you sure?","TABLET-CHANGE_USER_PROMPT-en_US","true","String used by application.  Default is: Changing your user name will cause a database refresh and you will lose any un-synced changes.
Are you sure?","Label_vod"
"a0ZU0000000LkwFMAS","005U0000000XLdfIAG","false","MA_RANGE","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","{0}-{1} of {2}","TABLET-MA_RANGE-en_US","true","Range of accounts being displayed. Example:
1 - 50 of 873","Label_vod"
"a0ZU0000000LkwGMAS","005U0000000XLdfIAG","false","SYSTEM_MAINTENANCE","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","The system is undergoing maintenance, please try again later.","TABLET-SYSTEM_MAINTENANCE-en_US","true","String used by application.  Default is: The system is undergoing maintenance, please try again later.","Label_vod"
"a0ZU0000000LkwHMAS","005U0000000XLdfIAG","false","MEDICAL_EVENTS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Medical Events","TABLET-MEDICAL_EVENTS-en_US","true","String used by application.  Default is: Medical Events","Label_vod"
"a0ZU0000000LkwIMAS","005U0000000XLdfIAG","false","ENTER_2_CHARS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Please enter a search value.","TABLET-ENTER_2_CHARS-en_US","true","String used by application.  Default is: Please enter a search value.","Label_vod"
"a0ZU0000000LkwJMAS","005U0000000XLdfIAG","false","SHOW_SOME","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Show {0}","TABLET-SHOW_SOME-en_US","true","Show a specific number of rows. Example:
Show 5","Label_vod"
"a0ZU0000000LkwKMAS","005U0000000XLdfIAG","false","NO_RECORDS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","No records to display","TABLET-NO_RECORDS-en_US","true","String used by application.  Default is: No records to display","Label_vod"
"a0ZU0000000LkwLMAS","005U0000000XLdfIAG","false","ERRORS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Errors","TABLET-ERRORS-en_US","true","String used by application.  Default is: Errors","Label_vod"
"a0ZU0000000LkwMMAS","005U0000000XLdfIAG","false","ACTIVITIES","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","({0} Activities)","TABLET-ACTIVITIES-en_US","true","String used by application.  Default is: ({0} Activities)","Label_vod"
"a0ZU0000000LkwNMAS","005U0000000XLdfIAG","false","RECORD_CALL","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Record a Call","TABLET-RECORD_CALL-en_US","true","String used by application.  Default is: Record a Call","Label_vod"
"a0ZU0000000LkwOMAS","005U0000000XLdfIAG","false","SIGN","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Sign","TABLET-SIGN-en_US","true","String used by application.  Default is: Sign","Label_vod"
"a0ZU0000000LkwPMAS","005U0000000XLdfIAG","false","OWNED_ACCOUNTS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","MyAccounts","en_US","Accounts That I Own","MyAccounts-OWNED_ACCOUNTS-en_US","true","Label used in the My Accounts editor to specify owned accounts.","Label_vod"
"a0ZU0000000LkwQMAS","005U0000000XLdfIAG","false","EXIT_PROMPT","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","TABLET","en_US","Are you sure you wish to exit VMobile?","TABLET-EXIT_PROMPT-en_US","true","String used by application.  Default is: Are you sure you wish to exit VMobile?","Label_vod"
"a0ZU0000000LkwRMAS","005U0000000XLdfIAG","false","DATE_DEFAULTED","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","CallReport","en_US","This call date has not been modified. Press OK to save, Cancel to continue editing.","CallReport-DATE_DEFAULTED-en_US","true","This message is displayed when a sample card has been saved on a new call report and the call date value has not changed.","Label_vod"
"a0ZU0000000LkwSMAS","005U0000000XLdfIAG","false","MEDEVENT_RECORD_CALL","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","true","false","","","TABLET","en_US","Record Call","TABLET-MEDEVENT_RECORD_CALL-en_US","true","String used by application.  Default is: Record Call","Label_vod"
"a0ZU0000000LkwTMAS","005U0000000XLdfIAG","false","SEARCH_RECORD_CALL","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","true","false","","","TABLET","en_US","Record Call","TABLET-SEARCH_RECORD_CALL-en_US","true","String used by application.  Default is: Record Call","Label_vod"
"a0ZU0000000LkwUMAS","005U0000000XLdfIAG","false","CLONE","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:37.000Z","005U0000000XLdfIAG","2014-07-26T01:24:37.000Z","true","false","","","SAMPLES_MGMT","en_US","Clone","SAMPLES_MGMT-CLONE-en_US","true","String used by application. Default is: Clone","Label_vod"
"a0ZU0000000LkwVMAS","005U0000000XLdfIAG","false","USEMSG","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:37.000Z","005U0000000XLdfIAG","2014-07-26T01:24:37.000Z","true","false","","","EVENT_ATTENDEE","en_US","Search for and select Individuals that you would like to add as an Attendee. Upon selection, the Attendee will be added and the underlying page will refresh. Please click the Done button to close the window when you have completed adding Attendees.","EVENT_ATTENDEE-USEMSG-en_US","true","Search for and select Individuals that you would like to add as an Attendee. Upon selection, the Attendee will be added and the underlying page will refresh. Please click the Done button to close the window when you have completed adding Attendees.","Label_vod"
"a0ZU0000000LkwWMAS","005U0000000XLdfIAG","false","DONE","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:37.000Z","005U0000000XLdfIAG","2014-07-26T01:24:37.000Z","true","false","","","Common","en_US","Done","Common-DONE-en_US","true","String used by application.  Default is: Done","Label_vod"
"a0ZU0000000LkwXMAS","005U0000000XLdfIAG","false","NullZip","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:37.000Z","005U0000000XLdfIAG","2014-07-26T01:24:37.000Z","true","false","","","AssignTerritory","en_US","One or more addresses had no zip code","AssignTerritory-NullZip-en_US","true","Default: One or more addresses had no zip code","Label_vod"
"a0ZU0000000LkwYMAS","005U0000000XLdfIAG","false","AccountTypes","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","Analytics","en_US","Account Types","Analytics-AccountTypes-en_US","true","String used by application.  Default is: Account Types","Label_vod"
"a0ZU0000000LkwZMAS","005U0000000XLdfIAG","false","Scale","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","Analytics","en_US","Scale","Analytics-Scale-en_US","true","String used by application.  Default is: Scale","Label_vod"
"a0ZU0000000LkwaMAC","005U0000000XLdfIAG","false","AverageCalls","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","true","false","","","Analytics","en_US","Average Calls","Analytics-AverageCalls-en_US","true","String used by application.  Default is: Average Calls","Label_vod"
"a0ZU0000000LkwbMAC","005U0000000XLdfIAG","false","EndDate","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","true","false","","","Analytics","en_US","End Date","Analytics-EndDate-en_US","true","String used by application.  Default is: End Date","Label_vod"
"a0ZU0000000LkwcMAC","005U0000000XLdfIAG","false","Target","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","Analytics","en_US","Target","Analytics-Target-en_US","true","String used by application.  Default is: Target","Label_vod"
"a0ZU0000000LkwdMAC","005U0000000XLdfIAG","false","ReportOptions","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","Analytics","en_US","Report Options","Analytics-ReportOptions-en_US","true","String used by application.  Default is: Report Options","Label_vod"
"a0ZU0000000LkweMAC","005U0000000XLdfIAG","false","AverageCallsFilename","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","Analytics","en_US","Average_Calls_per_{0}_{1}","Analytics-AverageCallsFilename-en_US","true","String used by application.  Default is: Average_Calls_per_{0}_{1}","Label_vod"
"a0ZU0000000LkwfMAC","005U0000000XLdfIAG","false","AnalyticsTitle","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","Analytics","en_US","Analytics","Analytics-AnalyticsTitle-en_US","true","String used by application.  Default is: Analytics","Label_vod"
"a0ZU0000000LkwgMAC","005U0000000XLdfIAG","false","TimeFrame","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","true","false","","","Analytics","en_US","Time Frame","Analytics-TimeFrame-en_US","true","String used by application.  Default is: Time Frame","Label_vod"
"a0ZU0000000LkwhMAC","005U0000000XLdfIAG","false","Monthly","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","true","false","","","Analytics","en_US","Monthly","Analytics-Monthly-en_US","true","String used by application.  Default is: Monthly","Label_vod"
"a0ZU0000000LkwiMAC","005U0000000XLdfIAG","false","CallTypes","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:38.000Z","005U0000000XLdfIAG","2014-07-26T01:24:38.000Z","true","false","","","Analytics","en_US","Call Types","Analytics-CallTypes-en_US","true","String used by application.  Default is: Call Types","Label_vod"
"a0ZU0000000LkwjMAC","005U0000000XLdfIAG","false","StartDate","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:38.000Z","005U0000000XLdfIAG","2014-07-26T01:24:38.000Z","true","false","","","Analytics","en_US","Start Date","Analytics-StartDate-en_US","true","String used by application.  Default is: Start Date","Label_vod"
"a0ZU0000000LkwkMAC","005U0000000XLdfIAG","false","Weekly","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","true","false","","","Analytics","en_US","Weekly","Analytics-Weekly-en_US","true","String used by application.  Default is: Weekly","Label_vod"
"a0ZU0000000LkwlMAC","005U0000000XLdfIAG","false","Quarterly","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","true","false","","","Analytics","en_US","Quarterly","Analytics-Quarterly-en_US","true","String used by application.  Default is: Quarterly","Label_vod"
"a0ZU0000000LkwmMAC","005U0000000XLdfIAG","false","ExportImage","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","005U0000000XLdfIAG","2014-07-26T01:24:40.000Z","true","false","","","Analytics","en_US","Export to Image","Analytics-ExportImage-en_US","true","String used by application.  Default is: Export to Image","Label_vod"
"a0ZU0000000LkwnMAC","005U0000000XLdfIAG","false","BuildChart","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","005U0000000XLdfIAG","2014-07-26T01:24:29.000Z","true","false","","","Analytics","en_US","Build Chart","Analytics-BuildChart-en_US","true","String used by application.  Default is: Build Chart","Label_vod"
"a0ZU0000000LkwoMAC","005U0000000XLdfIAG","false","Market","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Market","Analytics-Market-en_US","true","String used by application.  Default is: Market","Label_vod"
"a0ZU0000000LkwpMAC","005U0000000XLdfIAG","false","DataType","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Data Type","Analytics-DataType-en_US","true","String used by application.  Default is: Data Type","Label_vod"
"a0ZU0000000LkwqMAC","005U0000000XLdfIAG","false","CurrentXMonth","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Current {0} Month","Analytics-CurrentXMonth-en_US","true","String used by application.  Default is: Current {0} Month","Label_vod"
"a0ZU0000000LkwrMAC","005U0000000XLdfIAG","false","CurrXMo","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Curr {0} Mo","Analytics-CurrXMo-en_US","true","String used by application.  Default is: Curr {0} Mo","Label_vod"
"a0ZU0000000LkwsMAC","005U0000000XLdfIAG","false","MktShare","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Mkt Share","Analytics-MktShare-en_US","true","String used by application.  Default is: Mkt Share","Label_vod"
"a0ZU0000000LkwtMAC","005U0000000XLdfIAG","false","AverageCallsperDay","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Average Calls per Day","Analytics-AverageCallsperDay-en_US","true","String used by application.  Default is: Average Calls per Day","Label_vod"
"a0ZU0000000LkwuMAC","005U0000000XLdfIAG","false","AccountSummaryTitle","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Account Summary Report","Analytics-AccountSummaryTitle-en_US","true","String used by application.  Default is: Account Summary Report","Label_vod"
"a0ZU0000000LkwvMAC","005U0000000XLdfIAG","false","PrevXMo","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Prev {0} Mo","Analytics-PrevXMo-en_US","true","String used by application.  Default is: Prev {0} Mo","Label_vod"
"a0ZU0000000LkwwMAC","005U0000000XLdfIAG","false","DisplayCompetitors","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Display Competitors","Analytics-DisplayCompetitors-en_US","true","String used by application.  Default is: Display Competitors","Label_vod"
"a0ZU0000000LkwxMAC","005U0000000XLdfIAG","false","Growth","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","Growth","Analytics-Growth-en_US","true","String used by application.  Default is: Growth","Label_vod"
"a0ZU0000000LkwyMAC","005U0000000XLdfIAG","false","SalesTrends","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","true","false","","","Analytics","en_US","Sales Trends","Analytics-SalesTrends-en_US","true","String used by application.  Default is: Sales Trends","Label_vod"
"a0ZU0000000LkwzMAC","005U0000000XLdfIAG","false","SetupChart","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:38.000Z","005U0000000XLdfIAG","2014-07-26T01:24:38.000Z","true","false","","","Analytics","en_US","Please select criteria and build the report.","Analytics-SetupChart-en_US","true","String used by application.  Default is: Please select criteria and build the report.","Label_vod"
"a0ZU0000000Lkx0MAC","005U0000000XLdfIAG","false","SalesStrengthTrends","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","005U0000000XLdfIAG","2014-07-26T01:24:34.000Z","true","false","","","Analytics","en_US","My Sales Strength Trends","Analytics-SalesStrengthTrends-en_US","true","String used by application.  Default is: My Sales Strength Trends","Label_vod"
"a0ZU0000000Lkx1MAC","005U0000000XLdfIAG","false","MarketShareTrends","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","true","false","","","Analytics","en_US","Mkt Share Trends","Analytics-MarketShareTrends-en_US","true","String used by application.  Default is: Mkt Share Trends","Label_vod"
"a0ZU0000000Lkx2MAC","005U0000000XLdfIAG","false","SYNC_WITH_1_ERROR","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","true","false","","","TABLET","en_US","{0} completed with 1 error.","TABLET-SYNC_WITH_1_ERROR-en_US","true","e.g. Send/Receive completed with 1 error.","Label_vod"
"a0ZU0000000Lkx3MAC","005U0000000XLdfIAG","false","SYNC_WITH_ERRORS","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","true","false","","","TABLET","en_US","{0} completed with {1} errors.","TABLET-SYNC_WITH_ERRORS-en_US","true","Send/Receive completed with 2 errors.
or
Refresh completed with 4 errors.","Label_vod"
"a0ZU0000000Lkx4MAC","005U0000000XLdfIAG","false","InvalidEndDate","2011-09-09T21:36:55.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","005U0000000XLdfIAG","2014-07-26T01:24:39.000Z","true","false","","","Analytics","en_US","You must select an end date.","Analytics-InvalidEndDate-en_US","true","String used by application.  Default is: You must select an end date.","Label_vod"
